name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,description,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,notes,sales_id,created_by,updated_by,deleted_at,import_session_id
Villa Ballanca,prospect,,C,,,,,,,,,Italian,,,,,,,,,,,,,
Village of Wheeling,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Village Squire,unknown,,B,,,,,"323 E. Wacker Drive, Chicago, Illinois",Chicago,IL,,,,,,,,,,,,,,,
Vinegar Solutions,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
Virtue,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Vistro Vegan Fare,customer,,C,,,,,,,KY,,Casual,,,,,,,,"Drop of all plant based samples with owner Melinda (Landlovers, Swap,better balnce,never better) also wonder juice",,,,,
Vito'S Pizza,customer,,C,,,,,,,,,Pizza,,,,,,,,,,,,,
W.R. Hacket INC,distributor,,A,,,,,,Springfield,OH,,Distributor,,,,,,,,,,,,,
Wabash Seafood,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
Gino'S Steakhouse,customer,,A,,,,,,Merrillville,IA,,Fine Dining,,,,,,,,Chef Mario and Jimmy Owner,,,,,
Walker Bros,prospect,,A,,,,,153 Green Bay Rd,Winnetka,IL,,Breakfast/Brunch,,,,,,,,,,,,,
Wallace Foods,distributor,,A,,,,,,Canton,OH,,Distributor,,,,,,,,,,,,,
Walter & Sons INC,distributor,,A,,,,,,Wapakoneta,OH,,Distributor,,,,,,,,,,,,,
Warlord,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Weather Mark Tavern,customer,,C,,,,,1503 S Michigan Ave,Chicago,IL,,Gastropub,,,,,,,,Gave a PFG kurd kit,,,,,
Weather Tech,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
West Suburban Community Pantry,unknown,,B,,,,,,South Bend,IN,,,,,,,,,,cheryl Bauer emails to intro BB after LL acceptance,,,,,
Western Michigan,customer,,A,,,,,,,MI,,College & Universites,,,,,,,,,,,,,
Western Michigan University,customer,,A,,,,,,,,,College & Universites,,,,,,,,Gordon,,,,,
Westin Lombard,customer,,A,,,,,,,,,Hospitality,,,,,,,,,,,,,
Wgn,customer,,B,,,+1-312-733-9555,,"837 W Fulton Market, Chicago, Il",Chicago,IL,,Caterer,,,,,,,,,,,,,
What Chefs Want,distributor,,A,,,,,2055 Nelson Miller Parkway,Louisville,KY,40223,Distributor,,,,,,,,,,,,,
White Feather Farms of Oh,distributor,,A,,,,,,Pataskala,OH,,Distributor,,,,,,,,,,,,,
White Rhino,customer,,C,,,,,,,,,Gastropub,,,,,,,,,,,,,
Whole Foods,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Wicks,customer,,A,,,,,,Saugatuck,MI,,Gastropub,,,,,,,,erun rogers plant based leads gfs,,,,,
Wild Goose,customer,,B,,,,,,,,,Casual,,,,,,,,,,,,,
Wild Thing Restaurants,customer,,B,,,,,,,,,Ethnic,,,,,,,,,,,,,
Willow Oaks Golf Club,prospect,,C,,,,,,Glasgow,KY,,Country Clubs/Golf/Health Fitness,,,,,,,,contacted about samples,,,,,
Wind Creek Casino,customer,,A,,,,,,,,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
Windy City Media Group,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Wings Etc.,customer,,A,,,,,,Fort Wayne,IN,,Chain/Group Member,,,,,,,,presented RR sauces Tandoori amd Butter chicken on drums and in cubess; left Kurd kit;presented BB hot dogs and land lovers filet,,,,,
Wl Social House,customer,,A,,,,,,,MI,,Gastropub,,,,,,,,,,,,,
Wmu,customer,,A,,,,,,,MI,,College & Universites,,,,,,,,,,,,,
Wow Pizzeria,customer,,C,,,,,,,,,Casual,,,,,,,,,,,,,
Yancey'S Gastropub and Brewery,customer,,C,,,,,,,,,Gastropub,,,,,,,,,,,,,
Yardbird Group,customer,,A,,,,,,,,,Gastropub,,,,,,,,,,,,,
Yogi'S Bar,customer,,A,,,,,,Dublin,OH,,Casual,,,,,,,,Mike dropping off Curdtown samples Monday,,,,,
Youngstown Wlse Grocery,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Yourstruly,customer,,A,,,,,,Independence,OH,,Gastropub,,,,,,,,Lead from Delmonicos,,,,,
Zalack'S Flint Provisions,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Ziggys,customer,,A,,,,,,Amherst,OH,,Gastropub,,,,,,,,W/w Atalntic Distributor Rep JOSH CHAMBERS,,,,,
Zogalo Foods,customer,,C,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Finish Line Sports Bar,prospect,,C,,,,,,Bowling Green,KY,,Bar/Lounge,,,,,,,,samples Kaufholds,,,,,
Dougs Motor City,prospect,,A,,,,,,Bowling Green,KY,,Bar/Lounge,,,,,,,,samples Kaufholds,,,,,
Novo Dolce,customer,,A,,,,,,Bowling Green,,,Gastropub,,,,,,,,,,,,,
Uncommon Ground,customer,,B,,,,,,Chicago,,,Casual,,,,,,,,"FS; all plant-based, local lines",,,,,
Perilla Steakhouse,customer,,C,,,,,,Chicago,IL,60601,Fine Dining,,,,,,,,,,,,,
Tamburrino'S Pizza,customer,,C,,,,,,Bowling Green,KY,42164,Casual,,,,,,,,Tried the Kaufhold sample pack plus Ranch and Beer Battered,,,,,
Clover'S Bar & Grill,customer,,C,,,,,,Oak Forrest,,,Casual,,,,,,,,TCFB lead. Contact is Dottie. Rep is Chris P.,,,,,
Olympic Star,customer,,C,,,,,,Tinley Park,,,Casual,,,,,,,,TCFB lead. Contact is Eva Garvis. Chris P is rep,,,,,
Diamond Pancake House,customer,,C,,,,,,Oak Brook,,,Casual,,,,,,,,TCFB lead. Contact is Jose Carillo. Rep is Chris P,,,,,
Ball Park,customer,,C,,,,,,Chicago,,,Casual,,,,,,,,TCFB lead. Contact is Rich. Rep is Jim,,,,,
Brooklyn Pizza,customer,,C,,,,,,Chicago,,,Casual,,,,,,,,TCFB lead. Contact is Tony. Rep is Jim,,,,,
Krave,customer,,A,,,,,,Oak Lawn,,,Casual,,,,,,,,TCFB lead. Contact is Moe. Rep is Jim.,,,,,
Triano'S,customer,,C,,,,,,Chicago,,,Pizza,,,,,,,,TCFB lead. Contact is Moe. Rep is Jim.,,,,,
Donatos Pizza,customer,,A,,,,,,Columbus,OH,,Pizza,,,,,,,,Message Cynthia Ottavio Director of R&D,,,,,
Market Fresh Restaurant Group,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Chef Oscar at Evil Czech dropped Mcrim for Stanz,,,,,
Evil Czech,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil,,,,,
Corndance,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil,,,,,
Jesus Latin Grill,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil,,,,,
Landon'S,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Carnegie,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil,,,,,
Bourbon and Butcher,customer,,A,,,,,,Mishawaka,IN,,Chain/Group Member,,,,,,,,Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil,,,,,
3 Monkey'S,prospect,,A,,,,,,Crown Point,IN,,Group Purchasing Organization,,,,,,,,Mike Hemiger,,,,,
Cascade Hills Country Club� 18682e,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Garland Lodge Food and Beverage,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Mise En Place Culinary Consulting,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Brown Jug,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Mad Anthony - Taylor - 371788e,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Monroe St Diner,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Crowes Nest Caf�,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
New Hudson Inn 371779e,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Plant Based Coney'S,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
The Pita Post,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Churchill'S Food & Spirits,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Red Baron the,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
The Sawmill Golf Club,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
The Laundry,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Matador'S Pizza & Take Out,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Maria Health Care Center,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Flat Rock Care Center,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Bronson Behavioral Hospital,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
The Heartlands,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Telluride Association,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Community Programs,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Memorial Healthcare - Cafe,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Mich Med- Univ Hospital-Dock 5- 202,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Mason County Central Schools,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Michindoh Conference Center,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Washington Twp Schools Warehouse,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Northville Public Schools,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Spectrum Juvenile Justice Services,customer,,A,,,,,,,MI,,Casual,,,,,,,,GFS NOVI show leads,,,,,
Tara Mcmurty,prospect,,C,,,,,,Scottsville,KY,42164,Food Truck,,,,,,,,Going to Cater 400 people at a Barbra O'Neil Seminar,,,,,
Pizza Wholesale of Lexington,distributor,,A,,,,,,Paris,KY,40361,Distributor,,,,,,,,going to contact about bakeable cheese curds,,,,,
The Swing Club,prospect,,C,,,,,,Scottsville,KY,,Food Truck,,,,,,,,Runs a Top Golf style driving range just opened,,,,,
Azzip Pizza,customer,,C,,,,,,Evansville,IN,,Pizza,,,,,,,,10 unit pizza place in IN and KY,,,,,
Powers Health,prospect,,C,,,,,,,,,Healthcare,,,,,,,,4 unit hospital,,,,,
Rafeal'S Sports Bar,customer,,C,,,,,,Glasgow,KY,,Casual,,,,,,,,,,,,,
Ralphie'S Fun Center,customer,,C,,,,,,Glasgow,KY,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
10forty Banquets & Catering,unknown,,C,,,,,,,,,,,,,,,,,Gfs rosemont 2025 lead,,,,,
The Big Dipper,prospect,,C,,,,,,Owensboro,KY,,Fast food,,,,,,,,SherryAshby is the GM,,,,,
It'S J'S Good Grub,prospect,,C,,,,,,Owensboro,KY,,Food Truck,,,,,,,,Jay and Antoinette Johnson,,,,,
Michigan State Police Acadamy,prospect,,A,,,,,,Lansing,MI,,Military/Government,,,,,,,,Angella Jirovec,,,,,
Great Lakes Chr Homes,prospect,,B,,,,,,Lansing,MI,,Healthcare,,,,,,,,Angella Jirovec,,,,,
Culver'S,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,Chef Woody Bates key ally,,,,,
Merry Go Around,unknown,,C,,,,,,Evansville,IN,,,,,,,,,,left Kaufhold Sample pack,,,,,
Burger and Bowl,unknown,,A,,,,,,Bowling Green,KY,,,,,,,,,,Talked with chef Alfredo with Sasha group,,,,,
Giovanni'S Pizza,customer,,A,,,,,,Ashland,KY,,Pizza,,,,,,,,40 locations!,,,,,
The Drake - Oakbrook,customer,,A,,,,,,Oakbrook,IL,,Hospitality,,,,,,,,,,,,,
Hyatt Lodge,customer,,A,,,,,,Oakbrook,IL,,Hospitality,,,,,,,,Chef loved the samples; follow-up when SPIFF begins,,,,,
Mariott Naperville,customer,,A,,,,,,Naperville,IL,,Hospitality,,,,,,,,Chef loved the samples; follow-up when SPIFF begins,,,,,
Allegory,customer,,B,,,,,,Naperville,IL,,Gastropub,,,,,,,,Chef likely to buy are 4 skus,,,,,
Sixtyfour,customer,,B,,,,,,Naperville,IL,,Fine Dining,,,,,,,,Loved the product,,,,,
White Hawk Cc,prospect,,A,,,,,,Crown Point,IN,,Country Clubs/Golf/Health Fitness,,,,,,,,May be worth looking into. 100+ units. Sysco account. Churros on menu. Tenn based,,,,,
Hot Chicken Takeover,customer,,A,,,OH,,,Columbus,OH,,Chain/Group Member,,Columbus,,,,,,11 locations,,,,,
Charleys Steakery,customer,,A,,,,,,Columbus,OH,,Chain/Group Member,,,,,,,,600 locatios!,,,,,
The Peach Cobbler,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
I,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Indian Hills Country Club,prospect,,C,,,,,,Bowling Green,KY,,Country Clubs/Golf/Health Fitness,,,,,,,,,,,,,
Finish Line,prospect,,C,,,,,,Bowling Green,KY,,Bar/Lounge,,,,,,,,,,,,,
Bowling Green Country Club,prospect,,C,,,,,,Bowling Green,KY,,Country Clubs/Golf/Health Fitness,,,,,,,,,,,,,
Southern Lanes Bowling and Arcade,customer,,C,,,,,,Bowling in Bowling Greenb,KY,,Entertainment/Casinos/Theatres,,,,,,,,Kaufholds sample pack,,,,,
Wings Station Bg,prospect,,C,,,,,,Bowling Green,KY,,Fast food,,,,,,,,talked to owner if it had calm down for grand opening enough to revisist curds,,,,,
Jacobs Pub,customer,,C,,,,,,Evansville,KY,,Gastropub,,,,,,,,has cheese curds on menu but are they the best Kaufholds,,,,,
Four Winds Casino,customer,,A,,,,,,South Bend,IN,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
Stevens Point,customer,,A,,,,,,Stevens Point,WI,,College & Universites,,,,,,,,Sampled at NACUFS,,,,,
Wisconsin Union,customer,,A,,,,,,Madisom,WI,,College & Universites,,,,,,,,Sampled at NACUFS,,,,,
University of Minnestota - Duluth,customer,,A,,,,,,Duluth,MN,,College & Universites,,,,,,,,Sampled at NACUFS,,,,,
University of Missouri,customer,,A,,,,,,Columbia,MO,,College & Universites,,,,,,,,Sampled at NACUFS,,,,,
Acf Sound Bend,prospect,,A,,,,,,South Bend,IN,,Business and Industry,,,,,,,,,,,,,
Three Embers Restaurant @ Marriott Lincolnshire Resort,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Hyatt Centric Rosemont,prospect,,A,,,,,,,IL,,Travel,,,,,,,,Testa VAF BLITZ,,,,,
Foodstuff'S Evanston,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Zelda'S Catering,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Abigail'S,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Summer House (Halsted Street Kitchen),unknown,,A,,,,,,Chicago,IL,,,,,,,,,,Testa VAF BLITZ Limcoln Park,,,,,
Kingling Cookout & Cocktails,unknown,,A,,,,,,Chicago,IL,,,,,,,,,,Testa VAF BLITZ 202 Franklin St-Chicago,,,,,
Lago Lake Zurich,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Ema Chicago,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Prasino,unknown,,A,,,,,,LA Grange,IL,,,,,,,,,,Testa VAF BLITZ Lagrange rd La Grange,,,,,
Talbot Hotel,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Bungalow,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Hyatt Mag Mile,prospect,,A,,,,,,,IL,,Travel,,,,,,,,Testa VAF BLITZ,,,,,
Atta Girl,unknown,,A,,,,,,,IL,,,,,,,,,,Testa VAF BLITZ,,,,,
Acf Northwest Indiana,prospect,,A,,,,,,,IN,,Business and Industry,,,,,,,,,,,,,
Acf Chicago,prospect,,A,,,,,,,IL,,Business and Industry,,,,,,,,,,,,,
Wing Snob,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,80+ units. Focus is Tandoori Marination Base,,,,,
Barren Rivewr Lake Resort,customer,,A,,,,,,Lucas,KY,,Hospitality,,,,,,,,,,,,,
Asparagus,customer,,A,,,,,,Merrillville,IN,,Fine Dining,,,,,,,,Poke,,,,,
St Elmos,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Aurelios,customer,,A,,,,,,,,,Pizza,,,,,,,,,,,,,
Hilton Double Tree Aslip,customer,,A,,,,,,Alsip,,,Hospitality,,,,,,,,Loves Poke. Uses Sysco & Wabash Seafood. Would buy from Abdale if stocked. Asked Carol to send a New Vendor Form,,,,,
Hartsfield,prospect,,B,,,,,,Munster,,,Healthcare,,,,,,,,,,,,,
Tomato Bar,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
O'Bryan'S Bar and Grill,prospect,,C,,,,,,Owensboro,KY,,Bar/Lounge,,,,,,,,,,,,,
PFG - Fairfeild DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
US Foods Cleveland,distributor,,A,,,,,,Cleveland,OH,,Distributor,,,,,,,,emailed Rick-phoned left vm.,,,,,
Dj'S Casual Cafe,customer,,C,,,,,,Wellman,IA,,Casual,,,,,,,,,,,,,
Hotel Blackwood,prospect,,C,,,,,,Davenport,IA,,Travel,,,,,,,,,,,,,
Main Street Meat Co,customer,,C,,,,,,Davenport,IA,,Casual,,,,,,,,,,,,,
Peanut Butter and Deli,customer,,C,,,,,,Morrison,IL,,Casual,,,,,,,,,,,,,
Lubben Vineyards & Wines,customer,,C,,,,,,Anamosa,IA,,Casual,,,,,,,,,,,,,
Petro Travel Center,prospect,,C,,,,,,Rochelle,IL,,Travel,,,,,,,,,,,,,
Hotel Julien Debuque,prospect,,C,,,,,,Dubuque,IA,,Travel,,,,,,,,,,,,,
Thristy Camel Supper Club,customer,,C,,,,,,Conesville,IA,,Casual,,,,,,,,,,,,,
Hailstorm Brewing,customer,,A,,,,,,Tinley Park,IL,,Gastropub,,,,,,,,,,,,,
Sip Self Serve Wine Bar,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
El Jefe,customer,,C,,,,,,Aurora,IL,60014,Ethnic,,,,,,,,,,,,,
Bust Outs,customer,,C,,,,,,Chicago,IL,,Casual,,,,,,,,,,,,,
Rabbits Bar,customer,,C,,,,,,Chicago,,,Casual,,,,,,,,,,,,,
Harry Caray'S Navy Pier,customer,,C,,,,,,,,,Gastropub,,,,,,,,,,,,,
Pizzeria Portofino,customer,,C,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Harry Caray'S,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Fortune,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Grecian Delight,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Food and Paper,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Badger,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Kohls,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Kuna,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Battaglia,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Badger Murphy,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Fare Foods,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
S&L Produce,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Supreme Lobster,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Total Foods,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Rdp,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
PFG - All Locations,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Pancho,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Wilkens,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Testa,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Get Fresh,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
All in In - Oh - Ky - Mi,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Gordon Food Service - ALL,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Delco,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Atlantic,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
PFG - Tn DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
"Raydia (B&B, Stanz, Troyers)",distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Stapleton Foods,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
P+L Food,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Al Peake & Sons,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Lannings Newark,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
PFG - Cincinnati DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Rdp Columbus,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Ritchie�S Food Service,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Sofo,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Tpc Food Service Tiffin,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
White Feather Farms,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Rightway,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Thompson and Sons,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
US Foodservice - Cincy DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Gordon Food Service - Sprongfield DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Sysco - Cincy DC,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Butts Foods,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Fare Foods Corp,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
"Kern Food Distributing, INC",distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Loffredo Fresh Produce,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
"P&L Food Wholesalers, INC",distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
"S & L Produce, INC",distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Thompson and Sons Bakery Supply,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Total Foods INC,customer,,A,,,,,,,MI,,Fine Dining,,,,,,,,New Clearwater Belgian frites approved from Frotes Street,,,,,
Ht Hackney,distributor,,C,,,,,,,,,Distributor,,,,,,,,,,,,,
PFG - Bg,customer,,A,,,,,,"800 E Ogden Ave Westmont, Il 60559",IL,,Casual,,,,,,,,,,,,,
PFG - Nashville,customer,,C,,,,,,607 N Main St,IN,,Gastropub,,,,,,,,dropped off kaufholds sample box he was looking to upgrade from Anchor ones,,,,,
Timothy O'Tool,customer,,C,,,,,,Gurnee,IL,,Gastropub,,,,,,,,,,,,,
Cajun Grill,prospect,,C,,,,,,Gurnee,IL,,Fast food,,,,,,,,,,,,,
Riverside Cafe,customer,,C,,,,,,Gurnee,IL,,Casual,,,,,,,,,,,,,
Puff Shack BBQ,customer,,C,,,,,,St Charles,IL,,Casual,,,,,,,,,,,,,
El Puente,customer,,C,,,,,,St Charles,,,Ethnic,,,,,,,,,,,,,
Marz Brewery,unknown,,C,,,,,,Chicago,IL,,,,,,,,,,,,,,,
Logan 11 Bar,customer,,C,,,,,,Chicago,IL,,Gastropub,,,,,,,,,,,,,
Federales,customer,,C,,,,,,Chicago,IL,,Gastropub,,,,,,,,,,,,,
Mano a Mano,customer,,C,,,,,,Chicago,IL,,Gastropub,,,,,,,,,,,,,
University Center Msu,customer,,A,,,,,,Lansing,MI,,Fine Dining,,,,,,,,,,,,,
Joes on Jolly,customer,,A,,,,,,Lansing,MI,,Gastropub,,,,,,,,,,,,,
S. Abraham and Sons,distributor,,A,,,,,,Grand Rapids,MI,,Distributor,,,,,,,,,,,,,
Gun Lake Casino,customer,,A,,,,,,,MI,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
Horrocks,prospect,,A,,,,,,Lansing,MI,,Retail,,,,,,,,,,,,,
Bavarian Inn,customer,,A,,,,,,Frankenmuth,MI,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
One North,customer,,A,,,,,,,MI,,Chain/Group Member,,,,,,,,,,,,,
Main Street Romeo,customer,,B,,,,,,Romeo,MI,,Gastropub,,,,,,,,,,,,,
Jayell BBQ,prospect,,B,,,,,,Romeo,MI,,Bar/Lounge,,,,,,,,,,,,,
Gordon Food Service - Saginaw,customer,,A,,,,,,Saginaw,MI,,Chain/Group Member,,,,,,,,,,,,,
Shelby'S Trio,customer,,A,,,,,,Clarksville,TN,,Gastropub,,,,,,,,,,,,,
Pbody'S,customer,,A,,,,,,Clarksville,TN,,Gastropub,,,,,,,,,,,,,
Mr Billy'S,customer,,A,,,,,,Clarksville,TN,,Gastropub,,,,,,,,,,,,,
Clarksville'S 3rd Base,customer,,A,,,,,,Clarksville,TN,,Gastropub,,,,,,,,,,,,,
Buddys Pizza,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,,
Fishbones Detroit,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,,
Zo'S Good Burger,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,,
Halo Burger,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,,
Sweetwater Tavern,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,,
Leos Coney Island,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Big John Steak and Onion,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Jolly Pumpkin,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
National Coney Island,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Ram'S Horn,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
The Dirty Shake,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Bobs Big Boy,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Nepantia Cafe,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,,
Atlas Foods,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
G&L Wholesale,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
