name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,notes,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,sales_id,created_by,updated_by,deleted_at,import_session_id
The Ohio State University,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
The Paperwork Chef,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
The Paramount Group,customer,,A,,,+1-773-880-8044,,,,,,"Type: Chain/Group Member

Sales Notes: Eden, fuel good, cultivate, SYCSCO CONTRACT",,https://theparamountgroupchicago.com,,,,,,,,,,
The Pizzeria,customer,,C,,,,,,,,,Type: Pizza,,,,,,,,,,,,
The Point Sports Bar,customer,,C,,,,,12713 Cal Sag Rd,Crestwood,IL,60445,"Type: Gastropub

Sales Notes: Emily is the owner",,,,,,,,,,,,
The Rackhouse Tavern,unknown,,C,,,,,,,,,,,,,,,,,,,,,
The Ramen District,unknown,,C,,,,,,,,,,,,,,,,,,,,,
The Royal Group,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
The Scrambled,unknown,,B,,,,,1448 N. Wells,Chicago,IL,,,,,,,,,,,,,,
The Second City,customer,,C,,,,,,,,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
The Vig,customer,,A,,,,,,,,,"Type: Fine Dining

Sales Notes: Part of Vegacy Hoapitality Group",,,,,,,,,,,,
The Wealshire,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Third Coasting,customer,,A,,,+1-773-349-8899,,,,,,"Type: Chain/Group Member

Sales Notes: Treehouse, Chicago, Moses, Cantina, old Crow, smokehouse, tunnel, Chicago, La Luna",,https://www.thirdcoasthg.com,,,,,,,,,,
Three Tarts Bakery and Cafe,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Tiger Lily Cafe,customer,,B,,,,,"1016 Church Street, Evanston Illinois",,,,Type: Gastropub,,,,,,,,,,,,
Tiger Lily Café (Buys From Gfs),customer,,C,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Tilly'S Tea Room,customer,,C,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Timothy'S,customer,,A,,,,,,Union,MI,,"Type: Fine Dining

Sales Notes: Would like to try FS as LTO and Poke",,,,,,,,,,,,
Tin Caps Milb Team Fort Wayne,prospect,,C,,,,,,Ft Wayne,IN,,"Type: Travel

Sales Notes: Drop off samples from Annasea, Kaufhold and Frites Street",,,,,,,,,,,,
Toast & Jam,prospect,,B,,,,,,,,,Type: Breakfast/Brunch,,,,,,,,,,,,
Toeless Joel'S,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Tony'S Tacos,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Top Dog Pizza Pub,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Top Shooters,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Town Club,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Towne & Oak,customer,,A,,,,,,Winnetka,,,Type: Fine Dining,,,,,,,,,,,,
Townee Square Restaurant,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Transitions,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Trini'S Tasty Pastries,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Trinity Health,prospect,,A,,,,,,,MI,,Type: Healthcare,,,,,,,,,,,,
Troyer Foods-North,distributor,,A,,,,,,,IN,,Type: Distributor,,,,,,,,,,,,
Tujax Tavern,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Tulane University,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Turano Baking Co,unknown,,B,,,,,,,,,,,,,,,,,,,,,
U of Richmond,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
U. Lynchburg,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
Uchicago Dining,customer,,A,,,,,,,,,Type: College & Universites,,,,,,,,,,,,
Uhc,customer,,B,,,,,,,,,Type: Casual,,,,,,,,,,,,
Umeteagroup INC,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Uncle Charlie'S Meats,distributor,,A,,,+1-800-688-1967,,406 N Estill Ave,Richmond,KY,40476,Type: Distributor,,,,,,,,,,,,
Union Ale House,customer,,A,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Union Club,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Union Sushi and BBQ Bar,unknown,,B,,,,,,,,,,,,,,,,,,,,,
University Club of Chicago,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
University of Alabama,unknown,,A,,,,,,,,,,,,,,,,,,,,,
University of Cincinnati,customer,,C,,,,,,Cinccinnati,OH,,"Type: College & Universites

Sales Notes: Met the GFS rep who has account",,,,,,,,,,,,
University of Dayton,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
University of Illinois,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Um,customer,,A,,,,,,,MI,,Type: College & Universites,,,,,,,,,,,,
University of Michigan,unknown,,A,,,,,,,,,,,,,,,,,,,,,
University of Minnesota,unknown,,C,,,,,,,,,,,,,,,,,,,,,
University of Notre Dame,customer,,A,,,,,,,,,Type: College & Universites,,,,,,,,,,,,
University of Wisconsin Madison,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Upper Crust,customer,,A,,,+1-573-874-3033,,2011 Corona Road Suite 203,Columbia,MO,65203,"Type: Management company

Sales Notes: Director of procurement -services fraternities and sororities and camps",,,,,,,,,,,,
Upstairs Pub,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Urban Transformation,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
US Foods-Fishers,distributor,,A,,,,,,Fishers,IN,,"Type: Distributor

Sales Notes: 2 emails unanswered. Will phone week pf 6-16",,,,,,,,,,,,
US Foods-Indy,distributor,,A,,,,,,Fishers,IN,,"Type: Distributor

Sales Notes: 2 emails unanswered. Will phone week pf 6-16",,,,,,,,,,,,
US Foods-Bensenville,distributor,,A,,,,,,,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods,distributor,,A,,,,,,,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods Direct,distributor,,A,,,,,,,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foodservice,distributor,,A,,,,,,45691,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
Uw-Madison,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Uw-Stout Dinning Service,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Valhalla,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Valley Wholesale Foods,distributor,,A,,,,,,Portsmouth,OH,,Type: Distributor,,,,,,,,,,,,
Valparaiso University,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Van Eerden,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Van Eerden Drop Ship - E&S,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Van Treese & Associates,distributor,,A,,,,,,,IN,,Type: Distributor,,,,,,,,,,,,
Vanderbilt University,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Vaughan Hospitality,customer,,A,,,+1-312-867-7717,,2744 West Roscoe St,Chicago,IL,,"Type: Chain/Group Member

Sales Notes: No longer Sysco",,https://vaughanhospitality.com,,,,,,,,,,
Vegan Bar,customer,,C,,,,,,,,,Type: Casual,,,,,,,,,,,,
Vegan Street,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Vegnews and Veganstreet.Com,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Versailles Food Mart,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Vette City Catering(Bg Hot Rods Milb),customer,,C,,,,,,Bowlingn Green,KY,,"Type: Caterer

Sales Notes: emailed about samples interest",,,,,,,,,,,,
Villa Ballanca,prospect,,C,,,,,,,,,Type: Italian,,,,,,,,,,,,
Village of Wheeling,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Village Squire,unknown,,B,,,,,"323 E. Wacker Drive, Chicago, Illinois",Chicago,IL,,,,,,,,,,,,,,
Vinegar Solutions,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
Virtue,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Vistro Vegan Fare,customer,,C,,,,,,,KY,,"Type: Casual

Sales Notes: Drop of all plant based samples with owner Melinda (Landlovers, Swap,better balnce,never better) also wonder juice",,,,,,,,,,,,
Vito'S Pizza,customer,,C,,,,,,,,,Type: Pizza,,,,,,,,,,,,
W.R. Hacket INC,distributor,,A,,,,,,Springfield,OH,,Type: Distributor,,,,,,,,,,,,
Wabash Seafood,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
Gino'S Steakhouse,customer,,A,,,,,,Merrillville,IA,,"Type: Fine Dining

Sales Notes: Chef Mario and Jimmy Owner",,,,,,,,,,,,
Walker Bros,prospect,,A,,,,,153 Green Bay Rd,Winnetka,IL,,Type: Breakfast/Brunch,,,,,,,,,,,,
Wallace Foods,distributor,,A,,,,,,Canton,OH,,Type: Distributor,,,,,,,,,,,,
Walter & Sons INC,distributor,,A,,,,,,Wapakoneta,OH,,Type: Distributor,,,,,,,,,,,,
Warlord,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Weather Mark Tavern,customer,,C,,,,,1503 S Michigan Ave,Chicago,IL,,"Type: Gastropub

Sales Notes: Gave a PFG kurd kit",,,,,,,,,,,,
Weather Tech,unknown,,A,,,,,,,,,,,,,,,,,,,,,
West Suburban Community Pantry,unknown,,B,,,,,,South Bend,IN,,Sales Notes: cheryl Bauer emails to intro BB after LL acceptance,,,,,,,,,,,,
Western Michigan,customer,,A,,,,,,,MI,,Type: College & Universites,,,,,,,,,,,,
Western Michigan University,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: Gordon",,,,,,,,,,,,
Westin Lombard,customer,,A,,,,,,,,,Type: Hospitality,,,,,,,,,,,,
Wgn,customer,,B,,,+1-312-733-9555,,"837 W Fulton Market, Chicago, Il",Chicago,IL,,Type: Caterer,,,,,,,,,,,,
What Chefs Want,distributor,,A,,,,,2055 Nelson Miller Parkway,Louisville,KY,40223,Type: Distributor,,,,,,,,,,,,
White Feather Farms of Oh,distributor,,A,,,,,,Pataskala,OH,,Type: Distributor,,,,,,,,,,,,
White Rhino,customer,,C,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Whole Foods,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Wicks,customer,,A,,,,,,Saugatuck,MI,,"Type: Gastropub

Sales Notes: erun rogers plant based leads gfs",,,,,,,,,,,,
Wild Goose,customer,,B,,,,,,,,,Type: Casual,,,,,,,,,,,,
Wild Thing Restaurants,customer,,B,,,,,,,,,Type: Ethnic,,,,,,,,,,,,
Willow Oaks Golf Club,prospect,,C,,,,,,Glasgow,KY,,"Type: Country Clubs/Golf/Health Fitness

Sales Notes: contacted about samples",,,,,,,,,,,,
Wind Creek Casino,customer,,A,,,,,,,,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
Windy City Media Group,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Wings Etc.,customer,,A,,,,,,Fort Wayne,IN,,"Type: Chain/Group Member

Sales Notes: presented RR sauces Tandoori amd Butter chicken on drums and in cubess; left Kurd kit;presented BB hot dogs and land lovers filet",,,,,,,,,,,,
Wl Social House,customer,,A,,,,,,,MI,,Type: Gastropub,,,,,,,,,,,,
Wmu,customer,,A,,,,,,,MI,,Type: College & Universites,,,,,,,,,,,,
Wow Pizzeria,customer,,C,,,,,,,,,Type: Casual,,,,,,,,,,,,
Yancey'S Gastropub and Brewery,customer,,C,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Yardbird Group,customer,,A,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Yogi'S Bar,customer,,A,,,,,,Dublin,OH,,"Type: Casual

Sales Notes: Mike dropping off Curdtown samples Monday",,,,,,,,,,,,
Youngstown Wlse Grocery,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Yourstruly,customer,,A,,,,,,Independence,OH,,"Type: Gastropub

Sales Notes: Lead from Delmonicos",,,,,,,,,,,,
Zalack'S Flint Provisions,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Ziggys,customer,,A,,,,,,Amherst,OH,,"Type: Gastropub

Sales Notes: W/w Atalntic Distributor Rep JOSH CHAMBERS",,,,,,,,,,,,
Zogalo Foods,customer,,C,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Finish Line Sports Bar,prospect,,C,,,,,,Bowling Green,KY,,"Type: Bar/Lounge

Sales Notes: samples Kaufholds",,,,,,,,,,,,
Dougs Motor City,prospect,,A,,,,,,Bowling Green,KY,,"Type: Bar/Lounge

Sales Notes: samples Kaufholds",,,,,,,,,,,,
Novo Dolce,customer,,A,,,,,,Bowling Green,,,Type: Gastropub,,,,,,,,,,,,
Uncommon Ground,customer,,B,,,,,,Chicago,,,"Type: Casual

Sales Notes: FS; all plant-based, local lines",,,,,,,,,,,,
Perilla Steakhouse,customer,,C,,,,,,Chicago,IL,60601,Type: Fine Dining,,,,,,,,,,,,
Tamburrino'S Pizza,customer,,C,,,,,,Bowling Green,KY,42164,"Type: Casual

Sales Notes: Tried the Kaufhold sample pack plus Ranch and Beer Battered",,,,,,,,,,,,
Clover'S Bar & Grill,customer,,C,,,,,,Oak Forrest,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Dottie. Rep is Chris P.",,,,,,,,,,,,
Olympic Star,customer,,C,,,,,,Tinley Park,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Eva Garvis. Chris P is rep",,,,,,,,,,,,
Diamond Pancake House,customer,,C,,,,,,Oak Brook,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Jose Carillo. Rep is Chris P",,,,,,,,,,,,
Ball Park,customer,,C,,,,,,Chicago,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Rich. Rep is Jim",,,,,,,,,,,,
Brooklyn Pizza,customer,,C,,,,,,Chicago,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Tony. Rep is Jim",,,,,,,,,,,,
Krave,customer,,A,,,,,,Oak Lawn,,,"Type: Casual

Sales Notes: TCFB lead. Contact is Moe. Rep is Jim.",,,,,,,,,,,,
Triano'S,customer,,C,,,,,,Chicago,,,"Type: Pizza

Sales Notes: TCFB lead. Contact is Moe. Rep is Jim.",,,,,,,,,,,,
Donatos Pizza,customer,,A,,,,,,Columbus,OH,,"Type: Pizza

Sales Notes: Message Cynthia Ottavio Director of R&D",,,,,,,,,,,,
Market Fresh Restaurant Group,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Chef Oscar at Evil Czech dropped Mcrim for Stanz",,,,,,,,,,,,
Evil Czech,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil",,,,,,,,,,,,
Corndance,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil",,,,,,,,,,,,
Jesus Latin Grill,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil",,,,,,,,,,,,
Landon'S,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Carnegie,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil",,,,,,,,,,,,
Bourbon and Butcher,customer,,A,,,,,,Mishawaka,IN,,"Type: Chain/Group Member

Sales Notes: Sierra Valdez Director of Ops for Group and Dustin Barret is GM of Evil",,,,,,,,,,,,
3 Monkey'S,prospect,,A,,,,,,Crown Point,IN,,"Type: Group Purchasing Organization

Sales Notes: Mike Hemiger",,,,,,,,,,,,
Cascade Hills Country Club' 18682e,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Garland Lodge Food and Beverage,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Mise En Place Culinary Consulting,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Brown Jug,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Mad Anthony - Taylor - 371788e,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Monroe St Diner,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Crowes Nest Café,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
New Hudson Inn 371779e,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Plant Based Coney'S,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
The Pita Post,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Churchill'S Food & Spirits,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Red Baron the,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
The Sawmill Golf Club,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
The Laundry,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Matador'S Pizza & Take Out,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Maria Health Care Center,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Flat Rock Care Center,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Bronson Behavioral Hospital,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
The Heartlands,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Telluride Association,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Community Programs,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Memorial Healthcare - Cafe,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Mich Med- Univ Hospital-Dock 5- 202,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Mason County Central Schools,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Michindoh Conference Center,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Washington Twp Schools Warehouse,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Northville Public Schools,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Spectrum Juvenile Justice Services,customer,,A,,,,,,,MI,,"Type: Casual

Sales Notes: GFS NOVI show leads",,,,,,,,,,,,
Tara Mcmurty,prospect,,C,,,,,,Scottsville,KY,42164,"Type: Food Truck

Sales Notes: Going to Cater 400 people at a Barbra O'Neil Seminar",,,,,,,,,,,,
Pizza Wholesale of Lexington,distributor,,A,,,,,,Paris,KY,40361,"Type: Distributor

Sales Notes: going to contact about bakeable cheese curds",,,,,,,,,,,,
The Swing Club,prospect,,C,,,,,,Scottsville,KY,,"Type: Food Truck

Sales Notes: Runs a Top Golf style driving range just opened",,,,,,,,,,,,
Azzip Pizza,customer,,C,,,,,,Evansville,IN,,"Type: Pizza

Sales Notes: 10 unit pizza place in IN and KY",,,,,,,,,,,,
Powers Health,prospect,,C,,,,,,,,,"Type: Healthcare

Sales Notes: 4 unit hospital",,,,,,,,,,,,
Rafeal'S Sports Bar,customer,,C,,,,,,Glasgow,KY,,Type: Casual,,,,,,,,,,,,
Ralphie'S Fun Center,customer,,C,,,,,,Glasgow,KY,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
10forty Banquets & Catering,unknown,,C,,,,,,,,,Sales Notes: Gfs rosemont 2025 lead,,,,,,,,,,,,
The Big Dipper,prospect,,C,,,,,,Owensboro,KY,,"Type: Fast food

Sales Notes: SherryAshby is the GM",,,,,,,,,,,,
It'S J'S Good Grub,prospect,,C,,,,,,Owensboro,KY,,"Type: Food Truck

Sales Notes: Jay and Antoinette Johnson",,,,,,,,,,,,
Michigan State Police Acadamy,prospect,,A,,,,,,Lansing,MI,,"Type: Military/Government

Sales Notes: Angella Jirovec",,,,,,,,,,,,
Great Lakes Chr Homes,prospect,,B,,,,,,Lansing,MI,,"Type: Healthcare

Sales Notes: Angella Jirovec",,,,,,,,,,,,
Culver'S,customer,,A,,,,,,,,,"Type: Chain/Group Member

Sales Notes: Chef Woody Bates key ally",,,,,,,,,,,,
Merry Go Around,unknown,,C,,,,,,Evansville,IN,,Sales Notes: left Kaufhold Sample pack,,,,,,,,,,,,
Burger and Bowl,unknown,,A,,,,,,Bowling Green,KY,,Sales Notes: Talked with chef Alfredo with Sasha group,,,,,,,,,,,,
Giovanni'S Pizza,customer,,A,,,,,,Ashland,KY,,"Type: Pizza

Sales Notes: 40 locations!",,,,,,,,,,,,
The Drake - Oakbrook,customer,,A,,,,,,Oakbrook,IL,,Type: Hospitality,,,,,,,,,,,,
Hyatt Lodge,customer,,A,,,,,,Oakbrook,IL,,"Type: Hospitality

Sales Notes: Chef loved the samples; follow-up when SPIFF begins",,,,,,,,,,,,
Mariott Naperville,customer,,A,,,,,,Naperville,IL,,"Type: Hospitality

Sales Notes: Chef loved the samples; follow-up when SPIFF begins",,,,,,,,,,,,
Allegory,customer,,B,,,,,,Naperville,IL,,"Type: Gastropub

Sales Notes: Chef likely to buy are 4 skus",,,,,,,,,,,,
Sixtyfour,customer,,B,,,,,,Naperville,IL,,"Type: Fine Dining

Sales Notes: Loved the product",,,,,,,,,,,,
White Hawk Cc,prospect,,A,,,,,,Crown Point,IN,,"Type: Country Clubs/Golf/Health Fitness

Sales Notes: May be worth looking into. 100+ units. Sysco account. Churros on menu. Tenn based",,,,,,,,,,,,
Hot Chicken Takeover,customer,,A,,,OH,,,Columbus,OH,,"Type: Chain/Group Member

Sales Notes: 11 locations",,Columbus,,,,,,,,,,
Charleys Steakery,customer,,A,,,,,,Columbus,OH,,"Type: Chain/Group Member

Sales Notes: 600 locatios!",,,,,,,,,,,,
The Peach Cobbler,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
I,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Indian Hills Country Club,prospect,,C,,,,,,Bowling Green,KY,,Type: Country Clubs/Golf/Health Fitness,,,,,,,,,,,,
Finish Line,prospect,,C,,,,,,Bowling Green,KY,,Type: Bar/Lounge,,,,,,,,,,,,
Bowling Green Country Club,prospect,,C,,,,,,Bowling Green,KY,,Type: Country Clubs/Golf/Health Fitness,,,,,,,,,,,,
Southern Lanes Bowling and Arcade,customer,,C,,,,,,Bowling in Bowling Greenb,KY,,"Type: Entertainment/Casinos/Theatres

Sales Notes: Kaufholds sample pack",,,,,,,,,,,,
Wings Station Bg,prospect,,C,,,,,,Bowling Green,KY,,"Type: Fast food

Sales Notes: talked to owner if it had calm down for grand opening enough to revisist curds",,,,,,,,,,,,
Jacobs Pub,customer,,C,,,,,,Evansville,KY,,"Type: Gastropub

Sales Notes: has cheese curds on menu but are they the best Kaufholds",,,,,,,,,,,,
Four Winds Casino,customer,,A,,,,,,South Bend,IN,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
Stevens Point,customer,,A,,,,,,Stevens Point,WI,,"Type: College & Universites

Sales Notes: Sampled at NACUFS",,,,,,,,,,,,
Wisconsin Union,customer,,A,,,,,,Madisom,WI,,"Type: College & Universites

Sales Notes: Sampled at NACUFS",,,,,,,,,,,,
University of Minnestota - Duluth,customer,,A,,,,,,Duluth,MN,,"Type: College & Universites

Sales Notes: Sampled at NACUFS",,,,,,,,,,,,
University of Missouri,customer,,A,,,,,,Columbia,MO,,"Type: College & Universites

Sales Notes: Sampled at NACUFS",,,,,,,,,,,,
Acf Sound Bend,prospect,,A,,,,,,South Bend,IN,,Type: Business and Industry,,,,,,,,,,,,
Three Embers Restaurant @ Marriott Lincolnshire Resort,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Hyatt Centric Rosemont,prospect,,A,,,,,,,IL,,"Type: Travel

Sales Notes: Testa VAF BLITZ",,,,,,,,,,,,
Foodstuff'S Evanston,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Zelda'S Catering,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Abigail'S,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Summer House (Halsted Street Kitchen),unknown,,A,,,,,,Chicago,IL,,Sales Notes: Testa VAF BLITZ Limcoln Park,,,,,,,,,,,,
Kingling Cookout & Cocktails,unknown,,A,,,,,,Chicago,IL,,Sales Notes: Testa VAF BLITZ 202 Franklin St-Chicago,,,,,,,,,,,,
Lago Lake Zurich,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Ema Chicago,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Prasino,unknown,,A,,,,,,LA Grange,IL,,Sales Notes: Testa VAF BLITZ Lagrange rd La Grange,,,,,,,,,,,,
Talbot Hotel,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Bungalow,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Hyatt Mag Mile,prospect,,A,,,,,,,IL,,"Type: Travel

Sales Notes: Testa VAF BLITZ",,,,,,,,,,,,
Atta Girl,unknown,,A,,,,,,,IL,,Sales Notes: Testa VAF BLITZ,,,,,,,,,,,,
Acf Northwest Indiana,prospect,,A,,,,,,,IN,,Type: Business and Industry,,,,,,,,,,,,
Acf Chicago,prospect,,A,,,,,,,IL,,Type: Business and Industry,,,,,,,,,,,,
Wing Snob,customer,,A,,,,,,,,,"Type: Chain/Group Member

Sales Notes: 80+ units. Focus is Tandoori Marination Base",,,,,,,,,,,,
