name,organization_type,priority,segment_name,phone,linkedin_url,address,city,state,postal_code,notes
Dabney & Co,unknown,C,,,,,Kalamazoo,,,
Daydreamer Domes,unknown,C,,,,,Kalamazoo,,,
DR JOHN WARNER HOSPITAL,unknown,C,,,,,,,,
DR JOHN WARNER HOSPITAL,unknown,C,,,,,CLINTON,,,
DREAM PALACE BANQUET HALL,unknown,C,,,,,CLINTON,,,
Driftless Social,unknown,C,,,,,CHICAGO,,,
E I U- FOOD COURT,unknown,C,,,,,,,,
E I U- FOOD COURT,unknown,C,,,,,Charleston,,,
Elkhorn Area High School Culinary A,unknown,C,,,,,Charleston,,,
Elston Ave Food Co. 392959E,unknown,C,,,,,,,,
EPIC BURGER-PEARSON ST,unknown,C,,,,,CHICAGO,,,
ESPERANZA SCHOOL,unknown,C,,,,,Chicago,,,
Faklandia Brewing,unknown,C,,,,,Chicago�,,,
Faklandia Brewing,unknown,C,,,,,,,,
Faklandia Brewing,unknown,C,,,,,St Francis,,,
FM - Village at Mercy Creek,unknown,C,,,,,,,,
FM - Village at Mercy Creek,unknown,C,,,,,NORMAL,,,
FORT ATKINSON FAMILY RESTAURANT,unknown,C,,,,,,,,
GAME ON BAR & GRILL,unknown,C,,,,,,,,
GEJA'S CAFE,unknown,C,,,,,Peptone,,,
GOBLIN AND THE GROCER,unknown,C,,,,,,,,
GOBLIN AND THE GROCER,unknown,C,,,,,,,,
GOBLIN AND THE GROCER,unknown,C,,,,,BEVERLY SHORES,,,
Golf VX,unknown,C,,,,,,,,
Golf VX,unknown,C,,,,,Arlington Heights,,,
HAIRY COW BREWING COMPANY,unknown,C,,,,,Arlington Heights,,,
Hampshire Township Park District,unknown,C,,,,,,,,
HEARTLAND HUMAN CARE-SRV GILES CCR,unknown,C,,,,,Hampshire,,,
HSL Eau Claire,unknown,C,,,,,CHICAGO,,,
HSL Muskego,unknown,C,,,,,,,,
HSL West Allis Assisted,unknown,C,,,,,,,,
Independence Village of Ames,unknown,C,,,,,,,,
Independence Village of Avon,unknown,C,,,,,,,,
Independence Village of Waukee,unknown,C,,,,,,,,
IVY TECH-E CHICAGO,unknown,C,,,,,,,,
IVY TECH-E CHICAGO,unknown,C,,,,,EAST CHICAGO,,,
IVY TECH-E CHICAGO,unknown,C,,,,,EAST CHICAGO,,,
IVY TECH-E CHICAGO,unknown,C,,,,,,,,
Jelka Leedle,unknown,C,,,,,,,,
Jelka Leedle,unknown,C,,,,,,,,
JULIE WENDORF,unknown,C,,,,,Lake Geneva,,,
Kelly,unknown,C,,,,,Elkhorn,,,
Kiddie Academy Of Oak Park,unknown,C,,,,,,,,
Kiddie Academy Of Oak Park,unknown,C,,,,,,,,
Kimberly Woods,unknown,C,,,,,,,,
King-Bruwaert House,unknown,C,,,,,,,,
KIRBY MEDICAL CENTER,unknown,C,,,,,,,,
KIRK'S BBQ,unknown,C,,,,,Monticello,,,
KNIGHTS OF COLUMBUS #1282,unknown,C,,,,,South holland,,,
KNIGHTS OF COLUMBUS #1282,unknown,C,,,,,Dwight,,,
L G YOUTH CAMP-GATE 2,unknown,C,,,,,,,,
LA RABIDA CHILDRENS HOSPITAL,unknown,C,,,,,,,,
Lemuel Marcial,unknown,C,,,,,,,,
Louies Waffle House,unknown,C,,,,,,,,
Ludington Pub,unknown,C,,,,,Joliet,,,
Lutherdale,unknown,C,,,,,Ludington,,,
Lutherdale,unknown,C,,,,,Elkhorn,,,
Lutherdale,unknown,C,,,,,Elkhorn,,,
MACS,unknown,C,,,,,Elkhorn,,,
MACS,unknown,C,,,,,,,,
Maija's Families Foods,unknown,C,,,,,Ashwaubenon,,,
Maple Tree Inn,unknown,C,,,,,,,,
Maple Tree Inn,unknown,C,,,,,Homewood,,,
MARK III RESTAURANT (THE),unknown,C,,,,,Homewood�,,,
Marrufo's Tacos,unknown,C,,,,,,,,
Marrufo's Tacos,unknown,C,,,,,,,,
MARY'S PLACE,unknown,C,,,,,,,,
MERRILLVILLE REGIONAL MENTAL HEALTH,unknown,C,,,,,South Beloit,,,
MERRILLVILLE REGIONAL MENTAL HEALTH,unknown,C,,,,,,,,
MERRILLVILLE REGIONAL MENTAL HEALTH,unknown,C,,,,,MERRILLVILLE,,,
MERRILLVILLE REGIONAL MENTAL HEALTH,unknown,C,,,,,MERRILLVILLE,,,
MILWAUKEE BRAT HOUSE,unknown,C,,,,,,,,
Moxie Coffee Caf� Catering,unknown,C,,,,,,,,
NIIPC- PRAIRIE KNOLLS MIDDLE SCHOOL,unknown,C,,,,,Plymouth,,,
NIIPC- PRAIRIE KNOLLS MIDDLE SCHOOL,unknown,C,,,,,,,,
NIIPC-JOSEPH E HILL ADMIN CENTER,unknown,C,,,,,,,,
NIVRAM BALMORAL NURSING,unknown,C,,,,,CHICAGO,,,
NIVRAM BALMORAL NURSING,unknown,C,,,,,,,,
North Island Catering,unknown,C,,,,,EVANSTON,,,
Notre Dame-110 South Dining Hall,unknown,C,,,,,,,,
Notre Dame-110 South Dining Hall,unknown,C,,,,,,,,
OAKCREST DEKALB AREA RET CTR,unknown,C,,,,,,,,
Organic Life - Peoria High School,unknown,C,,,,,,,,
Palace Ent - Adventureland,unknown,C,,,,,,,,
PARAMOUNT THEATRE,unknown,C,,,,,,,,
PARAMOUNT THEATRE,unknown,C,,,,,,,,
Paulie�s,unknown,C,,,,,,,,
PEACE MEAL CENTRAL OFFICE,unknown,C,,,,,,,,
Port of Peri Peri Villa Park IL,unknown,C,,,,,,,,
POST 18 AMERICAN LEGION,unknown,C,,,,,,,,
Quality Inn Bradley 367910E,unknown,C,,,,,,,,
Queen of Peace Retirement,unknown,C,,,,,,,,
Quindts Towne Lounge,unknown,C,,,,,,,,
RADER FAMILY FARM,unknown,C,,,,,,,,
RIDGE COUNTRY CLUB,unknown,C,,,,,,,,
RIDGE COUNTRY CLUB,unknown,C,,,,,,,,
Rockford Rivets,unknown,C,,,,,,,,
Rockford Rivets,unknown,C,,,,,,,,
Rupley Elementary School,unknown,C,,,,,,,,
RUSH U MED-GEN KITCHEN PO589563,unknown,C,,,,,Elk Grove Village,,,
Sassy Mac Boys,unknown,C,,,,,,,,
Sassy Mac Boys,unknown,C,,,,,Durand,,,
Sassy Mac Boys,unknown,C,,,,,,,,
SAUSAGE KITCHEN,unknown,C,,,,,,,,
Science Of Spirituality,unknown,C,,,,,,,,
Something Special by Sherri,unknown,C,,,,,Lisle,,,
SPRING BROOK RESORT 69445E,unknown,C,,,,,,,,
SQUARE ROOTS,unknown,C,,,,,WISCONSIN DELLS,,,
State Park Little League,unknown,C,,,,,,,,
Storypoint Of Bolingbrook,unknown,C,,,,,,,,
Stussy's Diner,unknown,C,,,,,,,,
Sure Stay Plus Hotel,unknown,C,,,,,,,,
Taco Depot Crown Point,unknown,C,,,,,,,,
Tandoor Char House,unknown,C,,,,,,,,
Tandoor Char House,unknown,C,,,,,Chicago,,,
Taquero Mucho,unknown,C,,,,,Chicago,,,
The Cellar Door,unknown,C,,,,,Chicago,,,
The Ice Cream Shop,unknown,C,,,,,Michigan City,,,
The Matrix Room,unknown,C,,,,,,,,
The Matrix Room,unknown,C,,,,,,,,
The Pointe at Morris,unknown,C,,,,,Naperville,,,
The Pointe at Morris,unknown,C,,,,,,,,
The Shores of Fairmont,unknown,C,,,,,,,,
The Shores of Fairmont,unknown,C,,,,,Lake villa,,,
The Village Of South Holland,unknown,C,,,,,,,,
the woods of Caledonia,unknown,C,,,,,,,,
THS-Gottlieb Memorial Dietary,unknown,C,,,,,Racine,,,
THS-GOTTLIEB MEMORIAL DIETARY-H0182,unknown,C,,,,,,,,
THS-GOTTLIEB MEMORIAL DIETARY-H0182,unknown,C,,,,,,,,
THS-MERCY MEDICAL CTR-DUBUQUE-H0050,unknown,C,,,,,,,,
Timber-Lee Ministries,unknown,C,,,,,,,,
Timber-Lee Ministries,unknown,C,,,,,,,,
Tinys Coffee Bar,unknown,C,,,,,East Troy,,,
U OF I- HOUSING FOOD STORES,unknown,C,,,,,,,,
UIC Catering & Conferences 49852003,unknown,C,,,,,,,,
VILLAGE GRNS OF WOODRIDGE GOLFCRSE,unknown,C,,,,,,,,
Wanaki Golf Course,unknown,C,,,,,,,,
Washington Grade School District 52,unknown,C,,,,,,,,
West Carroll Middle School�,unknown,C,,,,,,,,
WEST HARVEY SCHOOL DIST 147,unknown,C,,,,,,,,
White Deer Golf Course,unknown,C,,,,,,,,
WurstBar Brady St,unknown,C,,,,,Vernon Hills,,,
WUSKOWHAN PLAYERS CLUB,unknown,C,,,,,,,,
Brett Anthony Foods,customer,A,Catering,,,,,,,
pavlou,customer,C,Chain/Group,,,,,,,
Frank's Pizza & Pub,customer,C,Pizza,,,,,,,
Mr. Scribs,customer,A,Pizza,,,,,MI,,lead from Kaufholds John Schneider ler Anthony oversite. Leftnkits
Avi Foodsystems,customer,C,Management Company,,,,Warren,OH,,Mccrum and Sysco connect with Mike's help.
TAR & Feather Concessions,unknown,C,,,,,,,,
Kaufholds,principal,,,,,,,,,
Frites Street,principal,,,,,,,,,
Better Balance,principal,,,,,,,,,
VAF,principal,,,,,,,,,
Ofk,principal,,,,,,,,,
Annasea,principal,,,,,,,,,
Rapid Rasoi,principal,,,,,,,,,
SWAP,principal,,,,,,,,,
Never Better,principal,,,,,,,,,
TCFB,principal,,,,,,,,,
Mrs Ressler's,principal,,,,,,,,,
Abdale,principal,,,,,,,,,
Mccrum,principal,,,,,,,,,
Kayco,principal,,,,,,,,,
